interval_start,annotation
167.5,no_tremor
168,no_tremor
168.5,no_tremor
169,no_tremor
169.5,no_tremor
170,no_tremor
170.5,no_tremor
171,no_tremor
171.5,no_tremor
172,no_tremor
172.5,no_tremor
173,no_tremor
173.5,no_tremor
174,no_tremor
174.5,no_tremor
175,no_tremor
175.5,no_tremor
176,no_tremor
176.5,no_tremor
177,no_tremor
177.5,no_tremor
178,no_tremor
178.5,no_tremor
179,no_tremor
179.5,no_tremor
180,no_tremor
180.5,no_tremor
181,no_tremor
181.5,no_tremor
182,no_tremor
182.5,no_tremor
183,tremor
183.5,tremor
184,tremor
184.5,tremor
185,tremor
185.5,tremor
186,tremor
186.5,tremor
187,tremor
187.5,no_tremor
188,no_tremor
188.5,no_tremor
189,no_tremor
189.5,no_tremor
190,no_tremor
190.5,no_tremor
191,no_tremor
191.5,no_tremor
192,no_tremor
192.5,no_tremor
193,no_tremor
193.5,tremor
194,no_tremor
194.5,no_tremor
195,no_tremor
195.5,no_tremor
196,no_tremor
196.5,no_tremor
197,no_tremor
197.5,no_tremor
198,no_tremor
198.5,no_tremor
199,no_tremor
199.5,no_tremor
200,no_tremor
200.5,no_tremor
201,no_tremor
201.5,no_tremor
202,no_tremor
202.5,no_tremor
203,no_tremor
203.5,no_tremor
204,no_tremor
204.5,no_tremor
205,no_tremor
205.5,no_tremor
206,no_tremor
206.5,no_tremor
207,no_tremor
207.5,no_tremor
208,no_tremor
208.5,no_tremor
209,no_tremor
209.5,no_tremor
210,no_tremor
210.5,no_tremor
211,no_tremor
211.5,no_tremor
212,no_tremor
212.5,no_tremor
213,no_tremor
213.5,no_tremor
214,no_tremor
214.5,no_tremor
215,no_tremor
215.5,no_tremor
216,no_tremor
216.5,no_tremor
217,no_tremor
217.5,no_tremor
218,no_tremor
218.5,no_tremor
219,no_tremor
219.5,no_tremor
220,no_tremor
220.5,no_tremor
221,no_tremor
221.5,no_tremor
222,no_tremor
222.5,no_tremor
223,no_tremor
223.5,no_tremor
224,no_tremor
224.5,no_tremor
225,no_tremor
225.5,no_tremor
226,no_tremor
226.5,no_tremor
227,no_tremor
227.5,no_tremor
228,no_tremor
228.5,no_tremor
229,no_tremor
229.5,no_tremor
230,no_tremor
230.5,no_tremor
231,no_tremor
231.5,no_tremor
232,no_tremor
232.5,no_tremor
233,no_tremor
233.5,no_tremor
234,no_tremor
234.5,no_tremor
235,no_tremor
235.5,no_tremor
236,no_tremor
236.5,no_tremor
237,no_tremor
237.5,no_tremor
238,no_tremor
238.5,no_tremor
239,no_tremor
239.5,no_tremor
240,no_tremor
240.5,no_tremor
241,no_tremor
241.5,no_tremor
242,no_tremor
242.5,no_tremor
243,no_tremor
243.5,no_tremor
244,no_tremor
244.5,no_tremor
245,no_tremor
245.5,no_tremor
246,no_tremor
246.5,no_tremor
247,no_tremor
247.5,no_tremor
248,no_tremor
248.5,no_tremor
249,no_tremor
249.5,no_tremor
250,no_tremor
250.5,no_tremor
251,no_tremor
251.5,no_tremor
252,no_tremor
252.5,no_tremor
253,no_tremor
253.5,no_tremor
254,no_tremor
254.5,no_tremor
255,no_tremor
255.5,no_tremor
256,no_tremor
256.5,no_tremor
257,no_tremor
257.5,no_tremor
258,no_tremor
258.5,no_tremor
259,no_tremor
259.5,no_tremor
260,no_tremor
260.5,no_tremor
261,no_tremor
261.5,no_tremor
262,no_tremor
262.5,no_tremor
263,no_tremor
263.5,no_tremor
264,no_tremor
264.5,no_tremor
265,no_tremor
265.5,no_tremor
266,no_tremor
266.5,no_tremor
267,no_tremor
267.5,no_tremor
268,no_tremor
268.5,no_tremor
269,no_tremor
269.5,no_tremor
270,no_tremor
270.5,no_tremor
271,no_tremor
271.5,no_tremor
272,no_tremor
272.5,no_tremor
273,no_tremor
273.5,no_tremor
274,no_tremor
274.5,no_tremor
275,no_tremor
275.5,no_tremor
276,no_tremor
276.5,no_tremor
277,no_tremor
277.5,no_tremor
278,no_tremor
278.5,no_tremor
279,no_tremor
279.5,no_tremor
280,no_tremor
280.5,no_tremor
281,no_tremor
281.5,no_tremor
282,no_tremor
282.5,no_tremor
283,no_tremor
283.5,no_tremor
284,no_tremor
284.5,no_tremor
285,no_tremor
285.5,no_tremor
286,no_tremor
286.5,tremor
287,no_tremor
287.5,tremor
288,tremor
288.5,tremor
289,tremor
289.5,no_tremor
290,no_tremor
290.5,tremor
291,no_tremor
291.5,no_tremor
292,no_tremor
292.5,no_tremor
293,no_tremor
293.5,no_tremor
294,no_tremor
294.5,no_tremor
295,no_tremor
295.5,no_tremor
296,no_tremor
296.5,no_tremor
297,no_tremor
297.5,no_tremor
298,no_tremor
298.5,no_tremor
299,no_tremor
299.5,no_tremor
300,no_tremor
300.5,no_tremor
301,no_tremor
301.5,no_tremor
302,tremor
302.5,tremor
303,tremor
303.5,tremor
304,tremor
304.5,tremor
305,tremor
305.5,tremor
306,tremor
306.5,tremor
307,tremor
307.5,no_tremor
308,no_tremor
308.5,no_tremor
309,no_tremor
309.5,no_tremor
310,no_tremor
310.5,no_tremor
311,no_tremor
311.5,tremor
312,tremor
312.5,tremor
313,tremor
313.5,tremor
314,tremor
314.5,tremor
315,tremor
315.5,tremor
316,tremor
316.5,tremor
317,tremor
317.5,tremor
318,tremor
318.5,tremor
319,no_tremor
319.5,tremor
320,tremor
320.5,tremor
321,tremor
321.5,tremor
322,tremor
322.5,tremor
323,tremor
323.5,tremor
324,tremor
324.5,no_tremor
325,no_tremor
325.5,no_tremor
326,no_tremor
326.5,no_tremor
327,no_tremor
327.5,no_tremor
328,no_tremor
328.5,tremor
329,tremor
329.5,no_tremor
330,no_tremor
330.5,no_tremor
331,tremor
331.5,tremor
332,tremor
332.5,tremor
333,tremor
333.5,tremor
334,tremor
334.5,tremor
335,tremor
335.5,tremor
336,tremor
336.5,no_tremor
337,tremor
337.5,tremor
338,tremor
338.5,tremor
339,tremor
339.5,tremor
340,tremor
340.5,no_tremor
341,no_tremor
341.5,no_tremor
342,no_tremor
342.5,no_tremor
343,no_tremor
343.5,no_tremor
344,tremor
344.5,tremor
345,tremor
345.5,tremor
346,tremor
346.5,tremor
347,tremor
347.5,tremor
348,tremor
348.5,tremor
349,tremor
349.5,tremor
350,no_tremor
350.5,tremor
351,no_tremor
351.5,no_tremor
352,no_tremor
352.5,no_tremor
353,no_tremor
353.5,no_tremor
354,no_tremor
354.5,no_tremor
355,no_tremor
355.5,tremor
356,tremor
356.5,tremor
357,no_tremor
357.5,tremor
358,no_tremor
358.5,tremor
359,tremor
359.5,tremor
360,tremor
360.5,tremor
361,tremor
361.5,tremor
362,tremor
362.5,tremor
363,tremor
363.5,tremor
364,tremor
364.5,tremor
365,tremor
365.5,tremor
366,tremor
366.5,tremor
367,tremor
367.5,tremor
368,tremor
368.5,tremor
369,tremor
369.5,tremor
370,tremor
370.5,tremor
371,tremor
371.5,tremor
372,tremor
372.5,tremor
373,tremor
373.5,no_tremor
374,no_tremor
374.5,no_tremor
375,no_tremor
375.5,tremor
376,tremor
376.5,tremor
377,tremor
377.5,no_tremor
378,no_tremor
378.5,no_tremor
379,tremor
379.5,tremor
380,no_tremor
380.5,no_tremor
381,no_tremor
381.5,no_tremor
382,no_tremor
382.5,no_tremor
383,no_tremor
383.5,tremor
384,tremor
384.5,tremor
385,tremor
385.5,tremor
386,tremor
386.5,tremor
387,tremor
387.5,tremor
388,tremor
388.5,tremor
389,tremor
389.5,tremor
390,tremor
390.5,tremor
391,tremor
391.5,tremor
392,tremor
392.5,tremor
393,no_tremor
393.5,no_tremor
394,tremor
394.5,tremor
395,no_tremor
395.5,no_tremor
396,no_tremor
396.5,tremor
397,tremor
397.5,tremor
398,no_tremor
398.5,tremor
399,tremor
399.5,no_tremor
400,no_tremor
400.5,no_tremor
401,no_tremor
401.5,no_tremor
402,no_tremor
402.5,no_tremor
403,tremor
403.5,no_tremor
404,tremor
404.5,no_tremor
405,no_tremor
405.5,no_tremor
406,no_tremor
406.5,no_tremor
407,tremor
407.5,no_tremor
408,tremor
408.5,no_tremor
409,no_tremor
409.5,no_tremor
410,no_tremor
410.5,tremor
411,tremor
411.5,no_tremor
412,no_tremor
412.5,no_tremor
413,no_tremor
413.5,no_tremor
414,no_tremor
414.5,tremor
415,tremor
415.5,tremor
416,tremor
416.5,tremor
417,no_tremor
417.5,no_tremor
418,no_tremor
418.5,no_tremor
419,no_tremor
419.5,tremor
420,no_tremor
420.5,no_tremor
421,no_tremor
421.5,no_tremor
422,no_tremor
422.5,no_tremor
423,no_tremor
423.5,no_tremor
424,tremor
424.5,no_tremor
425,no_tremor
425.5,no_tremor
426,no_tremor
426.5,no_tremor
427,no_tremor
427.5,no_tremor
428,no_tremor
428.5,tremor
429,no_tremor
429.5,no_tremor
430,tremor
430.5,no_tremor
431,no_tremor
431.5,no_tremor
432,no_tremor
432.5,tremor
433,tremor
433.5,tremor
434,tremor
434.5,no_tremor
435,no_tremor
435.5,no_tremor
436,no_tremor
436.5,tremor
437,tremor
437.5,tremor
438,no_tremor
438.5,tremor
439,no_tremor
439.5,no_tremor
440,no_tremor
440.5,no_tremor
441,tremor
441.5,no_tremor
442,tremor
442.5,no_tremor
443,tremor
443.5,tremor
444,no_tremor
444.5,no_tremor
445,no_tremor
445.5,no_tremor
446,no_tremor
446.5,no_tremor
447,no_tremor
447.5,no_tremor
448,no_tremor
448.5,no_tremor
449,no_tremor
449.5,no_tremor
450,no_tremor
450.5,no_tremor
451,no_tremor
451.5,no_tremor
452,no_tremor
452.5,no_tremor
453,no_tremor
453.5,tremor
454,tremor
454.5,no_tremor
455,no_tremor
455.5,no_tremor
456,no_tremor
456.5,tremor
457,no_tremor
457.5,no_tremor
458,no_tremor
458.5,no_tremor
459,no_tremor
459.5,no_tremor
460,no_tremor
460.5,no_tremor
461,no_tremor
461.5,no_tremor
462,no_tremor
462.5,no_tremor
463,no_tremor
463.5,no_tremor
464,no_tremor
464.5,no_tremor
465,no_tremor
465.5,no_tremor
466,no_tremor
466.5,no_tremor
467,no_tremor
467.5,no_tremor
468,no_tremor
468.5,no_tremor
469,no_tremor
469.5,no_tremor
470,no_tremor
470.5,no_tremor
471,no_tremor
471.5,no_tremor
472,no_tremor
472.5,no_tremor
473,no_tremor
473.5,no_tremor
474,no_tremor
474.5,no_tremor
475,no_tremor
475.5,no_tremor
476,no_tremor
476.5,no_tremor
477,no_tremor
477.5,no_tremor
478,no_tremor
478.5,no_tremor
479,no_tremor
479.5,no_tremor
480,no_tremor
480.5,no_tremor
481,no_tremor
481.5,no_tremor
482,no_tremor
482.5,no_tremor
483,no_tremor
483.5,no_tremor
484,no_tremor
484.5,no_tremor
485,no_tremor
485.5,no_tremor
486,no_tremor
486.5,no_tremor
487,no_tremor
487.5,no_tremor
488,no_tremor
488.5,no_tremor
489,no_tremor
489.5,no_tremor
490,no_tremor
490.5,no_tremor
491,no_tremor
491.5,no_tremor
492,no_tremor
492.5,no_tremor
493,no_tremor
493.5,no_tremor
494,no_tremor
494.5,no_tremor
495,no_tremor
495.5,no_tremor
496,no_tremor
496.5,no_tremor
497,no_tremor
497.5,no_tremor
498,no_tremor
498.5,no_tremor
499,no_tremor
499.5,no_tremor
500,no_tremor
500.5,no_tremor
501,no_tremor
501.5,no_tremor
502,no_tremor
502.5,no_tremor
503,no_tremor
503.5,no_tremor
504,no_tremor
504.5,no_tremor
505,no_tremor
505.5,no_tremor
506,no_tremor
506.5,no_tremor
507,no_tremor
507.5,no_tremor
508,no_tremor
508.5,no_tremor
509,no_tremor
509.5,no_tremor
510,no_tremor
510.5,no_tremor
511,no_tremor
511.5,no_tremor
512,no_tremor
512.5,no_tremor
513,no_tremor
513.5,no_tremor
514,no_tremor
514.5,no_tremor
515,no_tremor
515.5,no_tremor
516,no_tremor
516.5,no_tremor
517,no_tremor
517.5,no_tremor
518,no_tremor
518.5,no_tremor
519,no_tremor
519.5,no_tremor
520,no_tremor
520.5,no_tremor
521,no_tremor
521.5,no_tremor
522,no_tremor
522.5,no_tremor
523,no_tremor
523.5,no_tremor
524,no_tremor
524.5,no_tremor
525,no_tremor
525.5,no_tremor
526,no_tremor
526.5,no_tremor
527,no_tremor
527.5,no_tremor
528,no_tremor
528.5,no_tremor
529,no_tremor
529.5,no_tremor
530,no_tremor
530.5,no_tremor
531,no_tremor
531.5,no_tremor
532,no_tremor
532.5,no_tremor
533,no_tremor
533.5,no_tremor
534,no_tremor
534.5,no_tremor
535,no_tremor
535.5,no_tremor
536,no_tremor
536.5,no_tremor
537,no_tremor
537.5,no_tremor
538,no_tremor
538.5,no_tremor
539,tremor
539.5,no_tremor
540,no_tremor
540.5,no_tremor
541,no_tremor
541.5,no_tremor
542,no_tremor
542.5,no_tremor
543,no_tremor
543.5,no_tremor
544,no_tremor
544.5,no_tremor
545,no_tremor
545.5,no_tremor
546,no_tremor
546.5,no_tremor
547,no_tremor
547.5,no_tremor
548,no_tremor
548.5,no_tremor
549,no_tremor
549.5,no_tremor
550,no_tremor
550.5,no_tremor
551,no_tremor
551.5,no_tremor
552,no_tremor
552.5,no_tremor
553,no_tremor
553.5,no_tremor
554,no_tremor
554.5,no_tremor
555,no_tremor
555.5,tremor
556,tremor
556.5,tremor
557,no_tremor
557.5,tremor
558,no_tremor
558.5,no_tremor
559,no_tremor
559.5,no_tremor
560,no_tremor
560.5,no_tremor
561,tremor
561.5,no_tremor
562,tremor
562.5,no_tremor
563,no_tremor
563.5,no_tremor
564,no_tremor
564.5,tremor
565,no_tremor
565.5,tremor
566,tremor
566.5,no_tremor
567,no_tremor
567.5,no_tremor
568,no_tremor
568.5,no_tremor
569,no_tremor
569.5,no_tremor
570,no_tremor
570.5,no_tremor
571,no_tremor
571.5,no_tremor
572,no_tremor
572.5,no_tremor
573,no_tremor
573.5,no_tremor
574,no_tremor
574.5,no_tremor
575,no_tremor
575.5,no_tremor
576,no_tremor
576.5,no_tremor
577,no_tremor
577.5,no_tremor
578,no_tremor
578.5,no_tremor
579,no_tremor
579.5,no_tremor
580,no_tremor
580.5,no_tremor
581,no_tremor
581.5,tremor
582,no_tremor
582.5,no_tremor
583,no_tremor
583.5,tremor
584,tremor
584.5,tremor
585,tremor
585.5,tremor
586,tremor
586.5,tremor
587,tremor
587.5,no_tremor
588,no_tremor
588.5,no_tremor
589,tremor
589.5,no_tremor
590,no_tremor
590.5,no_tremor
591,no_tremor
591.5,no_tremor
592,no_tremor
592.5,no_tremor
593,no_tremor
593.5,no_tremor
594,no_tremor
594.5,no_tremor
595,no_tremor
595.5,no_tremor
596,no_tremor
596.5,no_tremor
597,no_tremor
597.5,no_tremor
598,no_tremor
598.5,no_tremor
599,no_tremor
599.5,no_tremor
600,no_tremor
600.5,no_tremor
601,no_tremor
601.5,no_tremor
602,no_tremor
602.5,no_tremor
603,no_tremor
603.5,no_tremor
604,no_tremor
604.5,no_tremor
605,no_tremor
605.5,no_tremor
606,no_tremor
606.5,no_tremor
607,no_tremor
607.5,no_tremor
608,no_tremor
608.5,no_tremor
609,no_tremor
609.5,no_tremor
610,no_tremor
610.5,no_tremor
611,no_tremor
611.5,no_tremor
612,no_tremor
612.5,no_tremor
613,no_tremor
613.5,no_tremor
614,no_tremor
614.5,no_tremor
615,no_tremor
615.5,no_tremor
616,no_tremor
616.5,no_tremor
617,no_tremor
617.5,no_tremor
618,no_tremor
618.5,no_tremor
619,no_tremor
619.5,no_tremor
620,no_tremor
620.5,no_tremor
621,no_tremor
621.5,no_tremor
622,no_tremor
622.5,no_tremor
623,no_tremor
623.5,no_tremor
624,no_tremor
624.5,no_tremor
625,no_tremor
625.5,no_tremor
626,no_tremor
626.5,no_tremor
627,no_tremor
627.5,no_tremor
628,no_tremor
628.5,no_tremor
629,no_tremor
629.5,no_tremor
630,no_tremor
630.5,no_tremor
631,no_tremor
631.5,no_tremor
632,no_tremor
632.5,no_tremor
633,no_tremor
633.5,no_tremor
634,no_tremor
634.5,no_tremor
635,no_tremor
635.5,no_tremor
636,no_tremor
636.5,no_tremor
637,no_tremor
637.5,no_tremor
638,no_tremor
638.5,no_tremor
639,no_tremor
639.5,no_tremor
640,no_tremor
640.5,no_tremor
641,no_tremor
641.5,no_tremor
642,no_tremor
642.5,no_tremor
643,no_tremor
643.5,no_tremor
644,no_tremor
644.5,no_tremor
645,no_tremor
645.5,no_tremor
646,no_tremor
646.5,no_tremor
647,no_tremor
647.5,no_tremor
648,no_tremor
648.5,no_tremor
649,no_tremor
649.5,no_tremor
650,no_tremor
650.5,no_tremor
651,no_tremor
651.5,no_tremor
652,no_tremor
652.5,no_tremor
653,no_tremor
653.5,no_tremor
654,no_tremor
654.5,no_tremor
655,no_tremor
655.5,no_tremor
656,no_tremor
656.5,no_tremor
657,no_tremor
657.5,no_tremor
658,no_tremor
658.5,no_tremor
659,no_tremor
659.5,no_tremor
660,no_tremor
660.5,no_tremor
661,no_tremor
661.5,no_tremor
662,no_tremor
662.5,no_tremor
663,no_tremor
663.5,no_tremor
664,no_tremor
664.5,no_tremor
665,no_tremor
665.5,no_tremor
666,no_tremor
666.5,no_tremor
667,no_tremor
667.5,no_tremor
668,no_tremor
668.5,no_tremor
669,no_tremor
669.5,no_tremor
670,no_tremor
670.5,no_tremor
671,no_tremor
671.5,no_tremor
672,no_tremor
672.5,no_tremor
673,no_tremor
673.5,no_tremor
674,no_tremor
674.5,no_tremor
675,no_tremor
675.5,no_tremor
676,no_tremor
676.5,no_tremor
677,no_tremor
677.5,no_tremor
678,no_tremor
678.5,no_tremor
679,no_tremor
679.5,no_tremor
680,no_tremor
680.5,no_tremor
681,no_tremor
681.5,no_tremor
682,no_tremor
682.5,no_tremor
683,no_tremor
683.5,no_tremor
684,no_tremor
684.5,no_tremor
685,no_tremor
685.5,no_tremor
686,no_tremor
686.5,no_tremor
687,no_tremor
687.5,no_tremor
688,no_tremor
688.5,no_tremor
689,no_tremor
689.5,no_tremor
690,no_tremor
690.5,no_tremor
691,no_tremor
691.5,no_tremor
692,no_tremor
692.5,no_tremor
693,no_tremor
693.5,no_tremor
694,no_tremor
694.5,no_tremor
695,no_tremor
695.5,no_tremor
696,no_tremor
696.5,no_tremor
697,no_tremor
697.5,no_tremor
698,no_tremor
698.5,no_tremor
699,no_tremor
699.5,no_tremor
700,no_tremor
700.5,no_tremor
701,no_tremor
701.5,no_tremor
702,no_tremor
702.5,no_tremor
703,no_tremor
703.5,no_tremor
704,no_tremor
704.5,no_tremor
705,no_tremor
705.5,no_tremor
706,no_tremor
706.5,no_tremor
707,no_tremor
707.5,no_tremor
708,no_tremor
708.5,no_tremor
709,no_tremor
709.5,no_tremor
710,no_tremor
710.5,no_tremor
711,no_tremor
711.5,no_tremor
712,no_tremor
712.5,no_tremor
713,no_tremor
713.5,no_tremor
714,no_tremor
714.5,no_tremor
715,no_tremor
715.5,no_tremor
716,no_tremor
716.5,no_tremor
717,no_tremor
717.5,no_tremor
718,no_tremor
718.5,no_tremor
719,no_tremor
719.5,no_tremor
720,no_tremor
720.5,no_tremor
721,no_tremor
721.5,no_tremor
722,no_tremor
722.5,no_tremor
723,no_tremor
723.5,no_tremor
724,no_tremor
724.5,no_tremor
725,no_tremor
725.5,no_tremor
726,no_tremor
726.5,no_tremor
727,no_tremor
727.5,no_tremor
728,no_tremor
728.5,no_tremor
729,no_tremor
729.5,no_tremor
730,no_tremor
730.5,no_tremor
731,no_tremor
731.5,no_tremor
732,no_tremor
732.5,no_tremor
733,no_tremor
733.5,no_tremor
734,no_tremor
734.5,no_tremor
735,no_tremor
735.5,no_tremor
736,no_tremor
736.5,no_tremor
737,no_tremor
737.5,no_tremor
738,no_tremor
738.5,no_tremor
739,no_tremor
739.5,no_tremor
740,no_tremor
740.5,no_tremor
741,no_tremor
741.5,no_tremor
742,no_tremor
742.5,no_tremor
743,no_tremor
743.5,no_tremor
744,no_tremor
744.5,no_tremor
745,no_tremor
745.5,no_tremor
746,no_tremor
746.5,no_tremor
747,no_tremor
747.5,no_tremor
748,no_tremor
748.5,no_tremor
749,no_tremor
749.5,no_tremor
750,no_tremor
750.5,no_tremor
751,no_tremor
751.5,no_tremor
752,no_tremor
752.5,no_tremor
753,no_tremor
753.5,no_tremor
754,no_tremor
754.5,no_tremor
755,no_tremor
755.5,no_tremor
756,no_tremor
756.5,no_tremor
757,no_tremor
757.5,no_tremor
758,no_tremor
758.5,no_tremor
759,no_tremor
759.5,no_tremor
760,no_tremor
760.5,no_tremor
761,no_tremor
761.5,no_tremor
762,no_tremor
762.5,no_tremor
763,no_tremor
763.5,no_tremor
764,no_tremor
764.5,no_tremor
765,no_tremor
765.5,no_tremor
766,no_tremor
766.5,no_tremor
767,no_tremor
767.5,no_tremor
768,no_tremor
768.5,no_tremor
769,no_tremor
769.5,no_tremor
770,no_tremor
770.5,no_tremor
771,no_tremor
771.5,no_tremor
772,no_tremor
772.5,no_tremor
773,no_tremor
773.5,no_tremor
774,no_tremor
774.5,no_tremor
775,no_tremor
775.5,no_tremor
776,no_tremor
776.5,no_tremor
777,no_tremor
777.5,no_tremor
778,no_tremor
778.5,no_tremor
779,no_tremor
779.5,no_tremor
780,no_tremor
780.5,no_tremor
781,no_tremor
781.5,no_tremor
782,no_tremor
782.5,no_tremor
783,no_tremor
783.5,no_tremor
784,no_tremor
784.5,no_tremor
785,no_tremor
785.5,no_tremor
786,no_tremor
786.5,no_tremor
787,no_tremor
787.5,no_tremor
788,no_tremor
788.5,no_tremor
789,no_tremor
789.5,no_tremor
790,no_tremor
790.5,no_tremor
791,no_tremor
791.5,no_tremor
792,no_tremor
792.5,no_tremor
793,no_tremor
793.5,no_tremor
794,no_tremor
794.5,tremor
795,no_tremor
795.5,no_tremor
796,no_tremor
796.5,tremor
797,no_tremor
797.5,no_tremor
798,no_tremor
798.5,no_tremor
799,no_tremor
799.5,no_tremor
