interval_start,annotation
209.5,no_tremor.flat
210,no_tremor.flat
210.5,no_tremor
211,no_tremor
211.5,no_tremor
212,no_tremor
212.5,no_tremor.flat
213,no_tremor
213.5,no_tremor
214,no_tremor
214.5,no_tremor
215,no_tremor
215.5,no_tremor.flat
216,no_tremor
216.5,no_tremor
217,no_tremor
217.5,no_tremor
218,no_tremor
218.5,no_tremor
219,no_tremor
219.5,no_tremor
220,no_tremor
220.5,no_tremor
221,no_tremor
221.5,no_tremor
222,no_tremor.flat
222.5,no_tremor
223,no_tremor
223.5,no_tremor
224,no_tremor.flat
224.5,no_tremor.flat
225,no_tremor
225.5,no_tremor
226,no_tremor
226.5,no_tremor.flat
227,no_tremor
227.5,no_tremor
228,no_tremor
228.5,no_tremor
229,no_tremor
229.5,no_tremor
230,no_tremor
230.5,no_tremor
231,no_tremor
231.5,no_tremor
232,no_tremor
232.5,no_tremor
233,no_tremor
233.5,no_tremor
234,no_tremor
234.5,no_tremor
235,no_tremor
235.5,no_tremor
236,no_tremor
236.5,no_tremor
237,no_tremor
237.5,no_tremor
238,no_tremor
238.5,no_tremor
239,no_tremor
239.5,no_tremor
240,no_tremor
240.5,no_tremor
241,no_tremor
241.5,no_tremor.flat
242,no_tremor.flat
242.5,no_tremor
243,no_tremor
243.5,no_tremor
244,no_tremor.flat
244.5,no_tremor
245,no_tremor
245.5,no_tremor
246,no_tremor
246.5,no_tremor
247,no_tremor
247.5,no_tremor.flat
248,no_tremor.flat
248.5,no_tremor.flat
249,no_tremor
249.5,no_tremor
250,no_tremor
250.5,no_tremor
251,no_tremor
251.5,no_tremor
252,no_tremor
252.5,no_tremor
253,no_tremor
253.5,no_tremor
254,no_tremor
254.5,no_tremor
255,no_tremor
255.5,no_tremor
256,no_tremor
256.5,no_tremor
257,no_tremor
257.5,no_tremor
258,no_tremor
258.5,no_tremor
259,no_tremor
259.5,no_tremor
260,no_tremor
260.5,no_tremor
261,no_tremor
261.5,no_tremor
262,tremor
262.5,no_tremor
263,no_tremor
263.5,no_tremor
264,tremor
264.5,no_tremor
265,no_tremor
265.5,tremor
266,no_tremor
266.5,no_tremor
267,no_tremor
267.5,tremor
268,no_tremor
268.5,no_tremor
269,no_tremor
269.5,no_tremor
270,no_tremor
270.5,no_tremor
271,no_tremor.flat
271.5,no_tremor.flat
272,no_tremor
272.5,no_tremor
273,no_tremor
273.5,tremor
274,tremor
274.5,tremor
275,no_tremor
275.5,no_tremor
276,tremor
276.5,tremor
277,no_tremor
277.5,tremor
278,tremor
278.5,tremor
279,tremor
279.5,tremor
280,tremor
280.5,tremor
281,tremor
281.5,tremor
282,tremor
282.5,no_tremor
283,tremor
283.5,tremor
284,no_tremor
284.5,no_tremor
285,no_tremor
285.5,tremor
286,no_tremor
286.5,tremor
287,tremor
287.5,tremor
288,no_tremor
288.5,tremor
289,no_tremor
289.5,no_tremor
290,no_tremor
290.5,tremor
291,no_tremor
291.5,tremor
292,no_tremor
292.5,no_tremor
293,no_tremor
293.5,tremor
294,tremor
294.5,tremor
295,no_tremor
295.5,no_tremor
296,no_tremor
296.5,tremor
297,tremor
297.5,tremor
298,no_tremor
298.5,tremor
299,no_tremor
299.5,no_tremor
300,no_tremor
300.5,tremor
301,no_tremor
301.5,tremor
302,no_tremor
302.5,no_tremor
303,no_tremor
303.5,tremor
304,tremor
304.5,tremor
305,tremor
305.5,tremor
306,tremor
306.5,tremor
307,tremor
307.5,no_tremor
308,no_tremor
308.5,no_tremor
309,no_tremor
309.5,no_tremor
310,no_tremor
310.5,no_tremor
311,no_tremor
311.5,no_tremor
312,no_tremor
312.5,no_tremor
313,no_tremor
313.5,no_tremor
314,no_tremor
314.5,no_tremor
315,no_tremor
315.5,no_tremor
316,no_tremor
316.5,no_tremor.flat
317,no_tremor.flat
317.5,no_tremor.flat
318,no_tremor
318.5,no_tremor
319,no_tremor
319.5,no_tremor
320,no_tremor
320.5,no_tremor
321,no_tremor
321.5,no_tremor
322,no_tremor
322.5,no_tremor
323,no_tremor
323.5,no_tremor
324,no_tremor
324.5,no_tremor
325,no_tremor
325.5,no_tremor
326,no_tremor
326.5,no_tremor
327,no_tremor
327.5,no_tremor
328,no_tremor
328.5,no_tremor
329,no_tremor
329.5,no_tremor
330,no_tremor
330.5,no_tremor
331,no_tremor
331.5,no_tremor
332,no_tremor
332.5,tremor
333,tremor
333.5,tremor
334,tremor
334.5,tremor
335,tremor
335.5,no_tremor
336,no_tremor
336.5,no_tremor
337,no_tremor
337.5,no_tremor
338,no_tremor
338.5,no_tremor
339,no_tremor
339.5,no_tremor
340,no_tremor
340.5,no_tremor
341,no_tremor
341.5,no_tremor
342,no_tremor
342.5,no_tremor
343,no_tremor
343.5,no_tremor
344,no_tremor
344.5,no_tremor
345,no_tremor
345.5,no_tremor
346,no_tremor
346.5,no_tremor
347,no_tremor
347.5,no_tremor
348,no_tremor
348.5,no_tremor
349,no_tremor
349.5,no_tremor
350,no_tremor
350.5,no_tremor
351,no_tremor
351.5,no_tremor
352,no_tremor
352.5,no_tremor
353,no_tremor
353.5,no_tremor
354,no_tremor
354.5,no_tremor
355,no_tremor
355.5,no_tremor
356,no_tremor
356.5,no_tremor
357,no_tremor
357.5,no_tremor
358,no_tremor
358.5,no_tremor
359,no_tremor
359.5,no_tremor
360,no_tremor
360.5,tremor
361,no_tremor
361.5,no_tremor
362,tremor
362.5,no_tremor
363,tremor
363.5,no_tremor
364,no_tremor
364.5,no_tremor
365,tremor
365.5,no_tremor
366,no_tremor
366.5,tremor
367,tremor
367.5,no_tremor
368,tremor
368.5,tremor
369,no_tremor
369.5,no_tremor
370,no_tremor
370.5,no_tremor
371,no_tremor
371.5,no_tremor
372,no_tremor
372.5,no_tremor
373,no_tremor
373.5,no_tremor
374,no_tremor
374.5,no_tremor
375,no_tremor
375.5,no_tremor
376,tremor
376.5,tremor
377,no_tremor
377.5,no_tremor
378,no_tremor
378.5,no_tremor
379,no_tremor
379.5,no_tremor
380,no_tremor
380.5,no_tremor
381,no_tremor
381.5,no_tremor
382,no_tremor
382.5,no_tremor
383,no_tremor
383.5,no_tremor
384,no_tremor
384.5,no_tremor
385,no_tremor
385.5,no_tremor
386,no_tremor
386.5,no_tremor
387,no_tremor
387.5,no_tremor
388,no_tremor
388.5,no_tremor
389,no_tremor
389.5,no_tremor
390,no_tremor
390.5,no_tremor
391,no_tremor
391.5,no_tremor
392,no_tremor
392.5,no_tremor
393,no_tremor
393.5,tremor
394,no_tremor
394.5,no_tremor
395,no_tremor
395.5,no_tremor
396,no_tremor
396.5,no_tremor
397,no_tremor
397.5,no_tremor
398,no_tremor
398.5,no_tremor
399,no_tremor
399.5,no_tremor
400,no_tremor
400.5,no_tremor
401,no_tremor
401.5,no_tremor
402,no_tremor
402.5,no_tremor
403,tremor
403.5,no_tremor
404,no_tremor
404.5,no_tremor
405,tremor
405.5,no_tremor
406,no_tremor
406.5,no_tremor
407,no_tremor
407.5,tremor
408,tremor
408.5,no_tremor
409,no_tremor
409.5,no_tremor
410,no_tremor
410.5,no_tremor
411,no_tremor
411.5,no_tremor
412,no_tremor
412.5,no_tremor
413,no_tremor
413.5,no_tremor
414,no_tremor
414.5,no_tremor
415,no_tremor
415.5,no_tremor
416,no_tremor
416.5,no_tremor
417,no_tremor
417.5,no_tremor
418,no_tremor
418.5,no_tremor
419,no_tremor
419.5,no_tremor
420,tremor
420.5,no_tremor
421,no_tremor
421.5,no_tremor
422,no_tremor
422.5,tremor
423,no_tremor
423.5,no_tremor
424,no_tremor
424.5,no_tremor
425,no_tremor
425.5,no_tremor
426,no_tremor
426.5,tremor
427,no_tremor
427.5,no_tremor
428,no_tremor
428.5,no_tremor
429,no_tremor
429.5,no_tremor
430,no_tremor
430.5,no_tremor
431,no_tremor
431.5,no_tremor
432,no_tremor
432.5,no_tremor
433,no_tremor
433.5,no_tremor
434,tremor
434.5,tremor
435,tremor
435.5,tremor
436,tremor
436.5,no_tremor
437,no_tremor
437.5,tremor
438,no_tremor
438.5,no_tremor
439,tremor
439.5,no_tremor
440,no_tremor
440.5,no_tremor
441,no_tremor
441.5,no_tremor
442,no_tremor
442.5,no_tremor
443,no_tremor
443.5,no_tremor
444,no_tremor
444.5,no_tremor
445,no_tremor
445.5,no_tremor
446,no_tremor
446.5,no_tremor
447,no_tremor
447.5,no_tremor
448,no_tremor
448.5,no_tremor
449,no_tremor
449.5,no_tremor
450,no_tremor
450.5,tremor
451,no_tremor
451.5,no_tremor
452,tremor
452.5,tremor
453,tremor
453.5,tremor
454,tremor
454.5,tremor
455,tremor
455.5,tremor
456,tremor
456.5,tremor
457,tremor
457.5,tremor
458,tremor
458.5,tremor
459,tremor
459.5,tremor
460,tremor
460.5,tremor
461,tremor
461.5,tremor
462,tremor
462.5,tremor
463,tremor
463.5,tremor
464,tremor
464.5,tremor
465,tremor
465.5,tremor
466,tremor
466.5,tremor
467,tremor
467.5,tremor
468,tremor
468.5,tremor
469,tremor
469.5,tremor
470,tremor
470.5,tremor
471,no_tremor
471.5,no_tremor
472,tremor
472.5,tremor
473,tremor
473.5,no_tremor
474,no_tremor
474.5,tremor
475,no_tremor
475.5,no_tremor
476,no_tremor
476.5,no_tremor
477,no_tremor
477.5,no_tremor
478,tremor
478.5,no_tremor
479,tremor
479.5,tremor
480,no_tremor
480.5,tremor
481,no_tremor
481.5,tremor
482,tremor
482.5,tremor
483,no_tremor
483.5,no_tremor
484,no_tremor
484.5,no_tremor
485,tremor
485.5,tremor
486,tremor
486.5,tremor
487,tremor
487.5,tremor
488,tremor
488.5,tremor
489,tremor
489.5,tremor
490,tremor
490.5,tremor
491,tremor
491.5,tremor
492,tremor
492.5,tremor
493,no_tremor
493.5,tremor
494,tremor
494.5,tremor
495,tremor
495.5,tremor
496,tremor
496.5,no_tremor
497,no_tremor
497.5,no_tremor
498,no_tremor
498.5,tremor
499,tremor
499.5,tremor
500,tremor
500.5,no_tremor
501,no_tremor
501.5,tremor
502,no_tremor
502.5,tremor
503,tremor
503.5,tremor
504,no_tremor
504.5,no_tremor
505,no_tremor
505.5,tremor
506,tremor
506.5,tremor
507,tremor
507.5,tremor
508,tremor
508.5,tremor
509,tremor
509.5,tremor
510,tremor
510.5,tremor
511,no_tremor
511.5,tremor
512,tremor
512.5,tremor
513,tremor
513.5,tremor
514,tremor
514.5,tremor
515,tremor
515.5,tremor
516,tremor
516.5,tremor
517,tremor
517.5,tremor
518,tremor
518.5,tremor
519,tremor
519.5,tremor
520,no_tremor
520.5,no_tremor
521,no_tremor
521.5,no_tremor
522,no_tremor
522.5,no_tremor
523,no_tremor
523.5,no_tremor
524,no_tremor
524.5,no_tremor.flat
525,no_tremor.flat
525.5,no_tremor.flat
526,no_tremor.flat
526.5,no_tremor.flat
527,no_tremor.flat
527.5,no_tremor.flat
528,no_tremor.flat
528.5,no_tremor.flat
529,no_tremor.flat
529.5,no_tremor.flat
530,no_tremor
530.5,no_tremor
531,no_tremor
531.5,tremor
532,no_tremor
532.5,no_tremor
533,no_tremor
533.5,no_tremor
534,no_tremor
534.5,no_tremor
535,no_tremor
535.5,no_tremor
536,no_tremor
536.5,no_tremor
537,tremor
537.5,no_tremor
538,no_tremor
538.5,no_tremor
539,no_tremor
539.5,no_tremor
540,no_tremor
540.5,no_tremor
541,no_tremor
541.5,no_tremor
542,no_tremor
542.5,no_tremor
543,no_tremor
543.5,no_tremor
544,no_tremor
544.5,no_tremor
545,no_tremor
545.5,no_tremor
546,no_tremor
546.5,no_tremor
547,no_tremor
547.5,no_tremor
548,no_tremor
548.5,no_tremor
549,no_tremor
549.5,no_tremor
550,no_tremor
550.5,no_tremor
551,no_tremor
551.5,no_tremor
552,no_tremor
552.5,no_tremor
553,no_tremor
553.5,no_tremor
554,no_tremor
554.5,no_tremor
555,no_tremor
555.5,no_tremor
556,no_tremor
556.5,no_tremor
557,tremor
557.5,no_tremor
558,tremor
558.5,no_tremor
559,tremor
559.5,tremor
560,no_tremor
560.5,no_tremor
561,no_tremor
561.5,no_tremor
562,no_tremor
562.5,no_tremor
563,no_tremor
563.5,no_tremor
564,no_tremor
564.5,no_tremor
565,no_tremor
565.5,no_tremor
566,no_tremor
566.5,no_tremor
567,no_tremor
567.5,no_tremor
568,no_tremor
568.5,no_tremor.flat
569,no_tremor
569.5,no_tremor
570,no_tremor
570.5,no_tremor
571,no_tremor
571.5,no_tremor
572,no_tremor
572.5,no_tremor
573,no_tremor
573.5,no_tremor
574,no_tremor
574.5,no_tremor
575,no_tremor
575.5,no_tremor
576,no_tremor
576.5,no_tremor
577,no_tremor
577.5,no_tremor
578,tremor
578.5,no_tremor
579,no_tremor
579.5,no_tremor
580,no_tremor
580.5,no_tremor
581,no_tremor
581.5,no_tremor
582,tremor
582.5,tremor
583,tremor
583.5,tremor
584,tremor
584.5,no_tremor
585,no_tremor
585.5,no_tremor
586,tremor
586.5,tremor
587,no_tremor
587.5,no_tremor
588,no_tremor
588.5,no_tremor
589,no_tremor
589.5,no_tremor
590,no_tremor
590.5,no_tremor
591,no_tremor
591.5,no_tremor
592,no_tremor
592.5,no_tremor
593,no_tremor
593.5,tremor
594,no_tremor
594.5,no_tremor
595,no_tremor
595.5,no_tremor
596,tremor
596.5,tremor
597,tremor
597.5,no_tremor
598,no_tremor
598.5,no_tremor
599,no_tremor
599.5,no_tremor
600,no_tremor
600.5,tremor
601,no_tremor
601.5,tremor
602,tremor
602.5,tremor
603,tremor
603.5,tremor
604,no_tremor
604.5,tremor
605,no_tremor
605.5,tremor
606,tremor
606.5,tremor
607,tremor
607.5,tremor
608,tremor
608.5,no_tremor
609,tremor
609.5,no_tremor
610,no_tremor
610.5,tremor
611,tremor
611.5,no_tremor
612,no_tremor
612.5,no_tremor
613,no_tremor
613.5,tremor
614,tremor
614.5,tremor
615,tremor
615.5,tremor
616,tremor
616.5,no_tremor
617,no_tremor
617.5,no_tremor
618,no_tremor
618.5,no_tremor
619,no_tremor
619.5,no_tremor
620,tremor
620.5,no_tremor
621,no_tremor
621.5,no_tremor
622,no_tremor
622.5,no_tremor
623,no_tremor
623.5,tremor
624,tremor
624.5,no_tremor
625,no_tremor
625.5,no_tremor
626,no_tremor
626.5,no_tremor
627,no_tremor
627.5,no_tremor
628,no_tremor
628.5,no_tremor
629,no_tremor
629.5,no_tremor
630,no_tremor
630.5,no_tremor
631,no_tremor
631.5,no_tremor
632,no_tremor
632.5,no_tremor
633,no_tremor
633.5,no_tremor
634,no_tremor
634.5,no_tremor
635,no_tremor
635.5,no_tremor
636,no_tremor
636.5,tremor
637,tremor
637.5,no_tremor
638,no_tremor
638.5,no_tremor
639,no_tremor
639.5,no_tremor
640,no_tremor
640.5,tremor
641,no_tremor
641.5,no_tremor
642,no_tremor
642.5,no_tremor
643,no_tremor
643.5,tremor
644,tremor
644.5,no_tremor
645,tremor
645.5,tremor
646,tremor
646.5,no_tremor
647,no_tremor
647.5,no_tremor
648,tremor
648.5,no_tremor
649,no_tremor
649.5,no_tremor
650,no_tremor
650.5,no_tremor
651,no_tremor
651.5,no_tremor
652,no_tremor
652.5,no_tremor
653,no_tremor
653.5,no_tremor
654,no_tremor
654.5,no_tremor
655,no_tremor
655.5,no_tremor
656,no_tremor
656.5,no_tremor
657,tremor
657.5,tremor
658,tremor
658.5,no_tremor
659,no_tremor
659.5,no_tremor
660,no_tremor
660.5,no_tremor
661,no_tremor
661.5,no_tremor
662,no_tremor
662.5,no_tremor
663,tremor
663.5,no_tremor
664,no_tremor
664.5,no_tremor
665,no_tremor
665.5,no_tremor
666,no_tremor
666.5,no_tremor
667,no_tremor
667.5,tremor
668,tremor
668.5,tremor
669,tremor
669.5,tremor
670,no_tremor
670.5,no_tremor
671,no_tremor
671.5,no_tremor
672,no_tremor
672.5,tremor
673,tremor
673.5,no_tremor
674,no_tremor
674.5,no_tremor
675,no_tremor
675.5,no_tremor
676,no_tremor
676.5,no_tremor
677,no_tremor
677.5,no_tremor
678,no_tremor
678.5,tremor
679,no_tremor
679.5,no_tremor
680,no_tremor
680.5,no_tremor
681,no_tremor
681.5,no_tremor
682,no_tremor
682.5,no_tremor
683,no_tremor
683.5,no_tremor
684,no_tremor
684.5,no_tremor
685,tremor
685.5,no_tremor
686,no_tremor
686.5,no_tremor
687,tremor
687.5,no_tremor
688,no_tremor
688.5,no_tremor
689,no_tremor
689.5,no_tremor
690,no_tremor
690.5,no_tremor
691,no_tremor
691.5,no_tremor
692,no_tremor
692.5,no_tremor
693,no_tremor
693.5,no_tremor
694,no_tremor
694.5,no_tremor
695,no_tremor
695.5,no_tremor
696,no_tremor
696.5,no_tremor
697,no_tremor
697.5,no_tremor
698,no_tremor
698.5,no_tremor
699,no_tremor
699.5,no_tremor
700,no_tremor
700.5,no_tremor
701,no_tremor
701.5,no_tremor
702,no_tremor
702.5,no_tremor
703,no_tremor
703.5,no_tremor
704,no_tremor
704.5,no_tremor
705,no_tremor
705.5,tremor
706,no_tremor
706.5,tremor
707,tremor
707.5,no_tremor
708,tremor
708.5,tremor
709,no_tremor
709.5,no_tremor
710,no_tremor
710.5,no_tremor
711,no_tremor
711.5,no_tremor
712,no_tremor
712.5,tremor
713,no_tremor
713.5,tremor
714,tremor
714.5,tremor
715,tremor
715.5,no_tremor
716,no_tremor
716.5,tremor
717,tremor
717.5,no_tremor
718,tremor
718.5,tremor
719,no_tremor
719.5,no_tremor
720,tremor
720.5,no_tremor
721,no_tremor
721.5,no_tremor
722,no_tremor
722.5,no_tremor
723,no_tremor
723.5,no_tremor
724,no_tremor
724.5,no_tremor
725,no_tremor
725.5,no_tremor
726,no_tremor
726.5,no_tremor
727,no_tremor
727.5,no_tremor
728,no_tremor
728.5,no_tremor
729,no_tremor
729.5,no_tremor
730,no_tremor
730.5,no_tremor
731,no_tremor
731.5,tremor
732,no_tremor
732.5,no_tremor
733,no_tremor
733.5,no_tremor
734,no_tremor
734.5,tremor
735,no_tremor
735.5,no_tremor
736,no_tremor
736.5,tremor
737,no_tremor
737.5,tremor
738,no_tremor
738.5,no_tremor
739,no_tremor
739.5,no_tremor
740,no_tremor
740.5,tremor
741,tremor
741.5,tremor
742,no_tremor
742.5,tremor
743,tremor
743.5,no_tremor
744,tremor
744.5,no_tremor
745,no_tremor
745.5,no_tremor
746,no_tremor
746.5,no_tremor
747,no_tremor
747.5,no_tremor
748,no_tremor
748.5,no_tremor
749,no_tremor
749.5,no_tremor
750,no_tremor
750.5,no_tremor
751,no_tremor
751.5,no_tremor
752,no_tremor
752.5,no_tremor
753,no_tremor
753.5,no_tremor
754,no_tremor
754.5,no_tremor
755,no_tremor
755.5,no_tremor
756,no_tremor
756.5,no_tremor
757,no_tremor
757.5,no_tremor
758,tremor
758.5,no_tremor
759,no_tremor
759.5,no_tremor
760,no_tremor
760.5,no_tremor
761,no_tremor
761.5,tremor
762,no_tremor
762.5,no_tremor
763,no_tremor
763.5,no_tremor
764,no_tremor
764.5,no_tremor
765,no_tremor
765.5,no_tremor
766,no_tremor
766.5,no_tremor
767,no_tremor
767.5,no_tremor
768,no_tremor
768.5,no_tremor
769,no_tremor
769.5,no_tremor
770,no_tremor
770.5,no_tremor
771,no_tremor
771.5,no_tremor
772,no_tremor
772.5,tremor
773,tremor
773.5,tremor
774,tremor
774.5,no_tremor
775,tremor
775.5,tremor
776,tremor
776.5,tremor
777,tremor
777.5,tremor
778,no_tremor
778.5,no_tremor
779,no_tremor
779.5,no_tremor
780,no_tremor
780.5,tremor
781,no_tremor
781.5,no_tremor
782,no_tremor
782.5,no_tremor
783,no_tremor
783.5,no_tremor
784,no_tremor
784.5,no_tremor
785,no_tremor
785.5,no_tremor
786,no_tremor
786.5,no_tremor
787,no_tremor
787.5,tremor
788,no_tremor
788.5,tremor
789,no_tremor
789.5,no_tremor
790,no_tremor
790.5,no_tremor
791,no_tremor
791.5,tremor
792,no_tremor
792.5,no_tremor
793,tremor
793.5,tremor
794,tremor
794.5,tremor
795,no_tremor
795.5,no_tremor
796,no_tremor
796.5,no_tremor
797,no_tremor
797.5,no_tremor
798,no_tremor
798.5,no_tremor
799,no_tremor
799.5,no_tremor
800,no_tremor
800.5,no_tremor
801,no_tremor
801.5,no_tremor
802,tremor
802.5,no_tremor
803,no_tremor
803.5,no_tremor
804,no_tremor
804.5,no_tremor
